document,line,token,value,status,source,rel_dev,context
problem2_slove.md,17,2,2.0,ALLOW,题面: 半径 2 cm / 通用整数,0.0,> 环境：Python 3.12.3，numpy 2.5.1，scipy 1.18.1，openpyxl 3.1.2，iapws 1.5.5。
problem2_slove.md,17,1.5,1.5,ALLOW,题面: 半径网格 1.5 cm,0.0,> 环境：Python 3.12.3，numpy 2.5.1，scipy 1.18.1，openpyxl 3.1.2，iapws 1.5.5。
problem2_slove.md,17,5,5.0,ALLOW,结构/常数,0.0,> 环境：Python 3.12.3，numpy 2.5.1，scipy 1.18.1，openpyxl 3.1.2，iapws 1.5.5。
problem2_slove.md,23,2,2.0,ALLOW,题面: 半径 2 cm / 通用整数,0.0,题面（问题 2）：烘干过程一般持续 2–3 天，预热平衡与恒温干燥阶段的参数有所不同。
problem2_slove.md,23,2,2.0,ALLOW,题面: 半径 2 cm / 通用整数,0.0,题面（问题 2）：烘干过程一般持续 2–3 天，预热平衡与恒温干燥阶段的参数有所不同。
problem2_slove.md,23,3,3.0,ALLOW,3 h,0.0,题面（问题 2）：烘干过程一般持续 2–3 天，预热平衡与恒温干燥阶段的参数有所不同。
problem2_slove.md,25,3,3.0,ALLOW,3 h,0.0,相关经验公式统一采用附录 3，并给出
problem2_slove.md,27,3,3.0,ALLOW,3 h,0.0,"- **表 3 / 表 4**：3 h 内每隔 $0.5 \mathrm{h}$、距中心 $0,0.5,1,1.5,2 \mathrm{cm}$ 处的温度与水分浓度；"
problem2_slove.md,27,4,4.0,ALLOW,结构/常数,0.0,"- **表 3 / 表 4**：3 h 内每隔 $0.5 \mathrm{h}$、距中心 $0,0.5,1,1.5,2 \mathrm{cm}$ 处的温度与水分浓度；"
problem2_slove.md,27,3,3.0,ALLOW,3 h,0.0,"- **表 3 / 表 4**：3 h 内每隔 $0.5 \mathrm{h}$、距中心 $0,0.5,1,1.5,2 \mathrm{cm}$ 处的温度与水分浓度；"
problem2_slove.md,27,0.5,0.5,ALLOW,题面: 半径网格 0.5 cm,0.0,"- **表 3 / 表 4**：3 h 内每隔 $0.5 \mathrm{h}$、距中心 $0,0.5,1,1.5,2 \mathrm{cm}$ 处的温度与水分浓度；"
problem2_slove.md,27,0,0.0,ALLOW,零,0.0,"- **表 3 / 表 4**：3 h 内每隔 $0.5 \mathrm{h}$、距中心 $0,0.5,1,1.5,2 \mathrm{cm}$ 处的温度与水分浓度；"
problem2_slove.md,27,0.5,0.5,ALLOW,题面: 半径网格 0.5 cm,0.0,"- **表 3 / 表 4**：3 h 内每隔 $0.5 \mathrm{h}$、距中心 $0,0.5,1,1.5,2 \mathrm{cm}$ 处的温度与水分浓度；"
problem2_slove.md,27,1,1.0,ALLOW,题面: 半径网格 1 cm,0.0,"- **表 3 / 表 4**：3 h 内每隔 $0.5 \mathrm{h}$、距中心 $0,0.5,1,1.5,2 \mathrm{cm}$ 处的温度与水分浓度；"
problem2_slove.md,27,1.5,1.5,ALLOW,题面: 半径网格 1.5 cm,0.0,"- **表 3 / 表 4**：3 h 内每隔 $0.5 \mathrm{h}$、距中心 $0,0.5,1,1.5,2 \mathrm{cm}$ 处的温度与水分浓度；"
problem2_slove.md,27,2,2.0,ALLOW,题面: 半径 2 cm / 通用整数,0.0,"- **表 3 / 表 4**：3 h 内每隔 $0.5 \mathrm{h}$、距中心 $0,0.5,1,1.5,2 \mathrm{cm}$ 处的温度与水分浓度；"
problem2_slove.md,28,2,2.0,ALLOW,题面: 半径 2 cm / 通用整数,0.0,- **`result2.xlsx`**：$0\sim10800 \mathrm{s}$ 内每隔 $1 \mathrm{s}$、径向每隔 $0.1 \mathrm{cm}$ 的完整
problem2_slove.md,28,0,0.0,ALLOW,零,0.0,- **`result2.xlsx`**：$0\sim10800 \mathrm{s}$ 内每隔 $1 \mathrm{s}$、径向每隔 $0.1 \mathrm{cm}$ 的完整
problem2_slove.md,28,10800,10800.0,ALLOW,题面表3/4 时间点 3 h,0.0,- **`result2.xlsx`**：$0\sim10800 \mathrm{s}$ 内每隔 $1 \mathrm{s}$、径向每隔 $0.1 \mathrm{cm}$ 的完整
problem2_slove.md,28,1,1.0,ALLOW,题面: 半径网格 1 cm,0.0,- **`result2.xlsx`**：$0\sim10800 \mathrm{s}$ 内每隔 $1 \mathrm{s}$、径向每隔 $0.1 \mathrm{cm}$ 的完整
problem2_slove.md,28,0.1,0.1,ALLOW,题面: 半径步长 0.1 cm,0.0,- **`result2.xlsx`**：$0\sim10800 \mathrm{s}$ 内每隔 $1 \mathrm{s}$、径向每隔 $0.1 \mathrm{cm}$ 的完整
problem2_slove.md,39,0,0.0,ALLOW,零,0.0,| 项目 | 问题一（预热平衡，0–1800 s） | 问题二（全过程，0–10800 s） | 后果 |
problem2_slove.md,39,1800,1800.0,ALLOW,题面表1/2 时间点 / 阶段时长,0.0,| 项目 | 问题一（预热平衡，0–1800 s） | 问题二（全过程，0–10800 s） | 后果 |
problem2_slove.md,39,0,0.0,ALLOW,零,0.0,| 项目 | 问题一（预热平衡，0–1800 s） | 问题二（全过程，0–10800 s） | 后果 |
problem2_slove.md,39,10800,10800.0,ALLOW,题面表3/4 时间点 3 h,0.0,| 项目 | 问题一（预热平衡，0–1800 s） | 问题二（全过程，0–10800 s） | 后果 |
problem2_slove.md,41,7e-9,7e-09,ALLOW,附录2: 扩散系数系数,0.0,| 扩散系数 | $D=7e-9e$，**只依赖 $C$** | $D=2.4e-3ee$，**依赖 $C$ 与 $T$** | 两场**双向耦合**，必须联立 |
problem2_slove.md,41,2.4e-3,0.0024,ALLOW,附录3: D 的系数,0.0,| 扩散系数 | $D=7e-9e$，**只依赖 $C$** | $D=2.4e-3ee$，**依赖 $C$ 与 $T$** | 两场**双向耦合**，必须联立 |
problem2_slove.md,42,820,820.0,ALLOW,附录2: 密度,0.0,| 密度 | $\rho=820$ 常数 | $\rho=650+128C$ | 热惯性随干燥进程变化 |
problem2_slove.md,42,650,650.0,ALLOW,附录3: rho 常数项,0.0,| 密度 | $\rho=820$ 常数 | $\rho=650+128C$ | 热惯性随干燥进程变化 |
problem2_slove.md,42,128,128.0,ALLOW,附录3: rho 的 C 系数,0.0,| 密度 | $\rho=820$ 常数 | $\rho=650+128C$ | 热惯性随干燥进程变化 |
problem2_slove.md,43,2600,2600.0,ALLOW,附录2: 比热容,0.0,| 比热容 | $c_p=2600$ 常数 | $c_p=1450+(2736C)/(C+1)$ | —— |
problem2_slove.md,43,1450,1450.0,ALLOW,附录3: cp 常数项,0.0,| 比热容 | $c_p=2600$ 常数 | $c_p=1450+(2736C)/(C+1)$ | —— |
problem2_slove.md,43,2736,2736.0,ALLOW,附录3: cp 的 C 系数,0.0,| 比热容 | $c_p=2600$ 常数 | $c_p=1450+(2736C)/(C+1)$ | —— |
problem2_slove.md,43,1,1.0,ALLOW,题面: 半径网格 1 cm,0.0,| 比热容 | $c_p=2600$ 常数 | $c_p=1450+(2736C)/(C+1)$ | —— |
problem2_slove.md,44,0.36,0.36,ALLOW,附录2: 热传导系数,0.0,| 导热系数 | $k=0.36$ 常数 | $k=0.21+(0.38C)/(C+1)$ | —— |
problem2_slove.md,44,0.21,0.21,ALLOW,附录3: k 常数项,0.0,| 导热系数 | $k=0.36$ 常数 | $k=0.21+(0.38C)/(C+1)$ | —— |
problem2_slove.md,44,0.38,0.38,ALLOW,附录3: k 的 C 系数,0.0,| 导热系数 | $k=0.36$ 常数 | $k=0.21+(0.38C)/(C+1)$ | —— |
problem2_slove.md,44,1,1.0,ALLOW,题面: 半径网格 1 cm,0.0,| 导热系数 | $k=0.36$ 常数 | $k=0.21+(0.38C)/(C+1)$ | —— |
problem2_slove.md,45,2.132e6,2132000.0,REGISTRY,AB_p2_rcp,0.000e+00,| $\rho c_p$ | 常数 $2.132e6$ | 由 $3.335e6$ 降至 $1.209e6$（**降幅 63.74 %**） | **能量方程形式必须重选**（ ）
problem2_slove.md,45,3.335e6,3335000.0,REGISTRY,A_rcp_2.55,3.052e+02,| $\rho c_p$ | 常数 $2.132e6$ | 由 $3.335e6$ 降至 $1.209e6$（**降幅 63.74 %**） | **能量方程形式必须重选**（ ）
problem2_slove.md,45,1.209e6,1209000.0,REGISTRY,A_rcp_0.15,1.571e+02,| $\rho c_p$ | 常数 $2.132e6$ | 由 $3.335e6$ 降至 $1.209e6$（**降幅 63.74 %**） | **能量方程形式必须重选**（ ）
problem2_slove.md,45,63.74,63.74,REGISTRY,A_rcp_drop,9.654e-05,| $\rho c_p$ | 常数 $2.132e6$ | 由 $3.335e6$ 降至 $1.209e6$（**降幅 63.74 %**） | **能量方程形式必须重选**（ ）
problem2_slove.md,46,2,2.0,ALLOW,题面: 半径 2 cm / 通用整数,0.0,| 蒸发吸热 | 无（预热阶段蒸发极弱，题面附录 2 亦未给出潜热） | **有**：$q=Hh_m(C_R-C_\infty)$ | **极值原理下界失效**（ ） |
problem2_slove.md,48,3,3.0,ALLOW,3 h,0.0,| 求解方式 | 两个独立线性三对角系统（追赶法） | 非线性耦合系统 $\to$ 阻尼 Newton + 带状 LU | 迭代次数 3–6 |
problem2_slove.md,48,6,6.0,ALLOW,结构: 表格行数,0.0,| 求解方式 | 两个独立线性三对角系统（追赶法） | 非线性耦合系统 $\to$ 阻尼 Newton + 带状 LU | 迭代次数 3–6 |
problem2_slove.md,53,1,1.0,ALLOW,题面: 半径网格 1 cm,0.0,$(1)/(\rho c_p)(\partial(\rho c_pT))/(\partial t)$ 与
problem2_slove.md,54,2,2.0,ALLOW,题面: 半径 2 cm / 通用整数,0.0,$(\partial T)/(\partial t)$ **恒等**（`q2_energy_algebra.py` §D 用 sympy 验证：两者之差恰为 $0$）。
problem2_slove.md,54,0,0.0,ALLOW,零,0.0,$(\partial T)/(\partial t)$ **恒等**（`q2_energy_algebra.py` §D 用 sympy 验证：两者之差恰为 $0$）。
problem2_slove.md,55,63.74,63.74,REGISTRY,A_rcp_drop,9.654e-05,问题二中 $\rho c_p$ 随 $C$ 变化 63.74 %，两者不再恒等，**必须做出选择，且这个选择造成的差别不是小量**。
problem2_slove.md,59,1,1.0,ALLOW,题面: 半径网格 1 cm,0.0,则 $\rho=\rho_s(1+C)$。附录 3 的两式可以**精确**写成混合物形式：
problem2_slove.md,59,3,3.0,ALLOW,3 h,0.0,则 $\rho=\rho_s(1+C)$。附录 3 的两式可以**精确**写成混合物形式：
problem2_slove.md,63,2,2.0,ALLOW,题面: 半径 2 cm / 通用整数,0.0,其中 $c_s$ 为干物质比热、$c_l$ 为液态水比热。`q2_energy_algebra.py` §A 用 sympy 解出
problem2_slove.md,65,1450,1450.0,ALLOW,附录3: cp 常数项,0.0,"$$c_s=1450 \mathrm{J/(kg\cdot K)},  c_l=4186 \mathrm{J/(kg\cdot K)}$$"
problem2_slove.md,65,4186,4186.0,REGISTRY,EA_cl,0.000e+00,"$$c_s=1450 \mathrm{J/(kg\cdot K)},  c_l=4186 \mathrm{J/(kg\cdot K)}$$"
problem2_slove.md,67,1.926e-16,1.926e-16,REGISTRY,EA_equiv_max,4.385e-20,且数值核验的相对差仅 $1.926e-16$。$c_l=4186 \mathrm{J/(kg\cdot K)}$ 正是液态水的
problem2_slove.md,67,4186,4186.0,REGISTRY,EA_cl,0.000e+00,且数值核验的相对差仅 $1.926e-16$。$c_l=4186 \mathrm{J/(kg\cdot K)}$ 正是液态水的
problem2_slove.md,68,3,3.0,ALLOW,3 h,0.0,教科书比热值——这说明**附录 3 的 $\rho(C)$ 与 $c_p(C)$ 并不是两个独立的经验式，
problem2_slove.md,93,1,1.0,ALLOW,题面: 半径网格 1 cm,0.0,"> 两项""**精确相消**""并由此直接得出式 (1)，**该说法是错的**。相消要成立须有"
problem2_slove.md,94,3,3.0,ALLOW,3 h,0.0,> $\mathrm d(\rho c_p)/\mathrm dC=c_l\rho_s$；而由附录 3，$\rho_s=\rho/(1+C)=(650+128C)/(1+C)$
problem2_slove.md,94,1,1.0,ALLOW,题面: 半径网格 1 cm,0.0,> $\mathrm d(\rho c_p)/\mathrm dC=c_l\rho_s$；而由附录 3，$\rho_s=\rho/(1+C)=(650+128C)/(1+C)$
problem2_slove.md,94,650,650.0,ALLOW,附录3: rho 常数项,0.0,> $\mathrm d(\rho c_p)/\mathrm dC=c_l\rho_s$；而由附录 3，$\rho_s=\rho/(1+C)=(650+128C)/(1+C)$
problem2_slove.md,94,128,128.0,ALLOW,附录3: rho 的 C 系数,0.0,> $\mathrm d(\rho c_p)/\mathrm dC=c_l\rho_s$；而由附录 3，$\rho_s=\rho/(1+C)=(650+128C)/(1+C)$
problem2_slove.md,94,1,1.0,ALLOW,题面: 半径网格 1 cm,0.0,> $\mathrm d(\rho c_p)/\mathrm dC=c_l\rho_s$；而由附录 3，$\rho_s=\rho/(1+C)=(650+128C)/(1+C)$
problem2_slove.md,97,522,522.0,REGISTRY,EV_coef_522,0.000e+00,> =-(522(c_s+Cc_l))/((1+C))\neq0$$
problem2_slove.md,97,1,1.0,ALLOW,题面: 半径网格 1 cm,0.0,> =-(522(c_s+Cc_l))/((1+C))\neq0$$
problem2_slove.md,97,0,0.0,ALLOW,零,0.0,> =-(522(c_s+Cc_l))/((1+C))\neq0$$
problem2_slove.md,98,2.55,2.55,ALLOW,题面: 初始干基含水率 2.55 kg/kg,0.0,> 在 $C=2.55$ 处 $|\mathrm d(\rho c_p)/\mathrm dC-c_l\rho_s|=5.0219e5$
problem2_slove.md,98,5.0219e5,502190.0,REGISTRY,EV_cancel_gap_255|abs,2.787e+00,> 在 $C=2.55$ 处 $|\mathrm d(\rho c_p)/\mathrm dC-c_l\rho_s|=5.0219e5$
problem2_slove.md,99,2,2.0,ALLOW,题面: 半径 2 cm / 通用整数,0.0,> $\mathrm{J/(mK)}$ 每 $(\mathrm{kg/kg})$（`q2_energy_exact.py`，sympy 严格推导）。
problem2_slove.md,100,1,1.0,ALLOW,题面: 半径网格 1 cm,0.0,"> 故式 (1) 应由**下式**（含残差项 $R$）经量级论证得到，而不是由""精确相消""得到。"
problem2_slove.md,101,3,3.0,ALLOW,3 h,0.0,> 根因与   报告的 $\rho_s$ 漂移是**同一个**不自洽：附录 3 的 $\rho(C)$ 与
problem2_slove.md,105,2,2.0,ALLOW,题面: 半径 2 cm / 通用整数,0.0,`src/q2_energy_exact.py`：$\mathrm d\rho_s/\mathrm dC=-41.4204 \mathrm{kg/m}$ 每
problem2_slove.md,105,-41.4204,-41.4204,REGISTRY,EV_drhosdC_255,4.690e-05,`src/q2_energy_exact.py`：$\mathrm d\rho_s/\mathrm dC=-41.4204 \mathrm{kg/m}$ 每
problem2_slove.md,106,2.55,2.55,ALLOW,题面: 初始干基含水率 2.55 kg/kg,0.0,$(\mathrm{kg/kg})$（$C=2.55$），体积平均 $\partial_tC=-1.0803e-4 \mathrm{kg/(kg\cdot s)}$。
problem2_slove.md,106,-1.0803e-4,-0.00010803,REGISTRY,EV_dCdt,0.000e+00,$(\mathrm{kg/kg})$（$C=2.55$），体积平均 $\partial_tC=-1.0803e-4 \mathrm{kg/(kg\cdot s)}$。
problem2_slove.md,107,1,1.0,ALLOW,题面: 半径网格 1 cm,0.0,"""守恒形式"" $\partial(\rho c_pT)/\partial t=\nabla\!\cdot\!(k\nabla T)$ 相对式 (1)"
problem2_slove.md,108,308.0,308.0,REGISTRY,EV_T_mean,0.000e+00,多出的项（代码以**热力学温度**为状态量，故因子就是 $T$ 本身，$T=308.0 \mathrm K$）
problem2_slove.md,111,2.1599e4,21599.0,REGISTRY,EX_Sfalse_absT,7.192e-02,=+2.1599e4 \mathrm{W/m}$$
problem2_slove.md,114,2.603e3,2603.0,REGISTRY,EC_main,1.272e-01,$\rho c_p\partial_tT\sim2.603e3 \mathrm{W/m}$ 的 **829.7 %**。
problem2_slove.md,114,829.7,829.7,REGISTRY,EX_Sfalse_pct,3.556e-02,$\rho c_p\partial_tT\sim2.603e3 \mathrm{W/m}$ 的 **829.7 %**。
problem2_slove.md,123,0,0.0,ALLOW,零,0.0,| $0$（代码的隐含基准） | $308.00$ | $-1998.4002$ | $76.77%$ | $10.808$ |
problem2_slove.md,123,308.00,308.0,REGISTRY,EV_T_mean,0.000e+00,| $0$（代码的隐含基准） | $308.00$ | $-1998.4002$ | $76.77%$ | $10.808$ |
problem2_slove.md,123,-1998.4002,-1998.4002,REGISTRY,EX_R0_Tref0,4.924e-05,| $0$（代码的隐含基准） | $308.00$ | $-1998.4002$ | $76.77%$ | $10.808$ |
problem2_slove.md,123,76.77,76.77,REGISTRY,EX_R0pct_Tref0,7.876e-04,| $0$（代码的隐含基准） | $308.00$ | $-1998.4002$ | $76.77%$ | $10.808$ |
problem2_slove.md,123,10.808,10.808,REGISTRY,FG_S_over_R0,1.812e-04,| $0$（代码的隐含基准） | $308.00$ | $-1998.4002$ | $76.77%$ | $10.808$ |
problem2_slove.md,124,273.15,273.15,ALLOW,摄氏-热力学温标换算,0.0,| $273.15$（$0 ^\circ\mathrm C$） | $34.85$ | $-226.1177$ | $8.69%$ | $95.521$ |
problem2_slove.md,124,0,0.0,ALLOW,零,0.0,| $273.15$（$0 ^\circ\mathrm C$） | $34.85$ | $-226.1177$ | $8.69%$ | $95.521$ |
problem2_slove.md,124,34.85,34.85,REGISTRY,EX_absTminusTref_Tref273,0.000e+00,| $273.15$（$0 ^\circ\mathrm C$） | $34.85$ | $-226.1177$ | $8.69%$ | $95.521$ |
problem2_slove.md,124,-226.1177,-226.1177,REGISTRY,EX_R0_Tref273,9.461e-06,| $273.15$（$0 ^\circ\mathrm C$） | $34.85$ | $-226.1177$ | $8.69%$ | $95.521$ |
problem2_slove.md,124,8.69,8.69,REGISTRY,EX_R0pct_Tref273,3.613e-03,| $273.15$（$0 ^\circ\mathrm C$） | $34.85$ | $-226.1177$ | $8.69%$ | $95.521$ |
problem2_slove.md,124,95.521,95.521,REGISTRY,EV_ratio_Tref27315,3.715e-04,| $273.15$（$0 ^\circ\mathrm C$） | $34.85$ | $-226.1177$ | $8.69%$ | $95.521$ |
problem2_slove.md,125,301.15,301.15,ALLOW,题面: T0 = 28 degC = 301.15 K,0.0,| $301.15$（$28 ^\circ\mathrm C$） | $6.85$ | $-44.4449$ | $1.71%$ | $485.974$ |
problem2_slove.md,125,28,28.0,ALLOW,题面: 初温 28 degC,0.0,| $301.15$（$28 ^\circ\mathrm C$） | $6.85$ | $-44.4449$ | $1.71%$ | $485.974$ |
problem2_slove.md,125,6.85,6.85,REGISTRY,EV_dT,0.000e+00,| $301.15$（$28 ^\circ\mathrm C$） | $6.85$ | $-44.4449$ | $1.71%$ | $485.974$ |
problem2_slove.md,125,-44.4449,-44.4449,REGISTRY,EX_resid,4.061e-05,| $301.15$（$28 ^\circ\mathrm C$） | $6.85$ | $-44.4449$ | $1.71%$ | $485.974$ |
problem2_slove.md,125,1.71,1.71,REGISTRY,EX_resid_pct,2.633e-03,| $301.15$（$28 ^\circ\mathrm C$） | $6.85$ | $-44.4449$ | $1.71%$ | $485.974$ |
problem2_slove.md,125,485.974,485.974,REGISTRY,EV_ratio_Tref30115,3.070e-04,| $301.15$（$28 ^\circ\mathrm C$） | $6.85$ | $-44.4449$ | $1.71%$ | $485.974$ |
problem2_slove.md,126,308.00,308.0,REGISTRY,EV_T_mean,0.000e+00,| $308.00$（$=T$ 本身） | $0.00$ | $0.0000$ | $0.00%$ | $\infty$ |
problem2_slove.md,126,0.00,0.0,ALLOW,零,0.0,| $308.00$（$=T$ 本身） | $0.00$ | $0.0000$ | $0.00%$ | $\infty$ |
problem2_slove.md,126,0.0000,0.0,ALLOW,零,0.0,| $308.00$（$=T$ 本身） | $0.00$ | $0.0000$ | $0.00%$ | $\infty$ |
problem2_slove.md,126,0.00,0.0,ALLOW,零,0.0,| $308.00$（$=T$ 本身） | $0.00$ | $0.0000$ | $0.00%$ | $\infty$ |
problem2_slove.md,130,1,1.0,ALLOW,题面: 半径网格 1 cm,0.0,"1. **""$R$ 只占主项 $1.71%$ 故可略""这一判断依赖 $T=28 ^\circ\mathrm C$ 的选取。**"
problem2_slove.md,130,1.71,1.71,REGISTRY,EX_resid_pct,2.633e-03,"1. **""$R$ 只占主项 $1.71%$ 故可略""这一判断依赖 $T=28 ^\circ\mathrm C$ 的选取。**"
problem2_slove.md,130,28,28.0,ALLOW,题面: 初温 28 degC,0.0,"1. **""$R$ 只占主项 $1.71%$ 故可略""这一判断依赖 $T=28 ^\circ\mathrm C$ 的选取。**"
problem2_slove.md,131,0,0.0,ALLOW,零,0.0,取代码实际存储状态量所用的隐含基准（$T=0 \mathrm K$），$R$ 占主项
problem2_slove.md,132,76.77,76.77,REGISTRY,EX_R0pct_Tref0,7.876e-04,"$76.77%$——**并不小**。因此""$486$ 倍""这个比值是**两个不同基准混用**的结果。"
problem2_slove.md,132,486,486.0,REGISTRY,EV_ratio_Tref30115,2.631e-02,"$76.77%$——**并不小**。因此""$486$ 倍""这个比值是**两个不同基准混用**的结果。"
problem2_slove.md,133,2,2.0,ALLOW,题面: 半径 2 cm / 通用整数,0.0,2. **$R$ 的基准依赖性本身证明它是人造量，不是物理源项。** 若按物理上自洽的读法
problem2_slove.md,134,0,0.0,ALLOW,零,0.0,（体积不收缩 $+$ 干物质守恒 ⇒ $\rho_s=$ 常数），则 $\mathrm d\rho_s/\mathrm dC=0$、
problem2_slove.md,135,0,0.0,ALLOW,零,0.0,$R\equiv0$，式 (1) 在**任意**基准下都**精确**成立。$R$ 完全来自附录 3 的
problem2_slove.md,135,1,1.0,ALLOW,题面: 半径网格 1 cm,0.0,$R\equiv0$，式 (1) 在**任意**基准下都**精确**成立。$R$ 完全来自附录 3 的
problem2_slove.md,135,3,3.0,ALLOW,3 h,0.0,$R\equiv0$，式 (1) 在**任意**基准下都**精确**成立。$R$ 完全来自附录 3 的
problem2_slove.md,138,486,486.0,REGISTRY,EV_ratio_Tref30115,2.631e-02,"**因此本文对上式的用法是**：不在论文中引用""$486$ 倍""这一混合基准的比值，"
